,index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,quarry,urls_quarry,num_pages
735,747,hp,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),65100,66,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 7- 7730U ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7-+7730U+,12
736,748,lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ Win11 Home),38171,59,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Lenovo AMD Ryzen 5 5500U ,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500U+,82
737,749,asus,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990,64,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus Ryzen 7 5800H ,https://browser.geekbench.com/search?q=Asus+Ryzen+7+5800H+,19
738,750,dell,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),205490,72,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
739,751,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),95300,66,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,2880,1620,windows,1,Asus 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i5+,20
740,752,asus,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35083,53,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus 11th Gen Core i3 ,https://browser.geekbench.com/search?q=Asus+11th+Gen+Core+i3+,0
741,753,acer,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Acer 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Acer+12th+Gen+Core+i5+,4
742,754,lenovo,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),27990,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,dos,1,Lenovo AMD Ryzen 3 7320U ,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U+,7
743,755,lenovo,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),73900,64,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,3,Lenovo 11th Gen Core i5 ,https://browser.geekbench.com/search?q=Lenovo+11th+Gen+Core+i5+,5
744,756,lenovo,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),34990,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo 12th Gen Core i3 ,https://browser.geekbench.com/search?q=Lenovo+12th+Gen+Core+i3+,1
745,757,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Lenovo 12th Gen Core i3 ,https://browser.geekbench.com/search?q=Lenovo+12th+Gen+Core+i3+,1
746,758,lenovo,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),46900,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Lenovo+12th+Gen+Core+i5+,11
747,759,lenovo,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29990,59,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Lenovo AMD Ryzen 3 7320U ,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U+,7
748,760,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),46490,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Lenovo 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Lenovo+12th+Gen+Core+i5+,11
749,761,dell,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),94900,71,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,2560,1600,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
750,762,lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),52101,66,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo 11th Gen Core i7 ,https://browser.geekbench.com/search?q=Lenovo+11th+Gen+Core+i7+,6
751,763,hp,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58499,71,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,HP 11th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+11th+Gen+Core+i5+,11
752,764,lenovo,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),74889,64,intel,core i7,4,8,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Lenovo 11th Gen Core i7 ,https://browser.geekbench.com/search?q=Lenovo+11th+Gen+Core+i7+,6
753,765,dell,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),61990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i5+,18
754,766,hp,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),28750,49,amd,other,2,2,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1366,768,windows,1,HP AMD Athlon Silver 3050U ,https://browser.geekbench.com/search?q=HP+AMD+Athlon+Silver+3050U+,7
755,767,dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),157990,78,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
756,768,dell,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),166490,82,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
757,769,dell,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),99490,59,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
758,770,dell,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),80020,58,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,Dell 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i5+,18
759,771,hp,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),28206,50,intel,pentium,4,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1366,768,windows,1,HP Pentium Silver N6000 ,https://browser.geekbench.com/search?q=HP+Pentium+Silver+N6000+,2
760,772,dell,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990,57,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell 13th Gen Core i3 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i3+,2
761,773,infinix,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),38990,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Infinix 11th Gen Core i5 ,https://browser.geekbench.com/search?q=Infinix+11th+Gen+Core+i5+,2
762,774,dell,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),88980,56,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
763,775,dell,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),71990,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Dell 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i5+,18
764,776,dell,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),73990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,Dell 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i5+,18
765,777,asus,Asus Vivobook Go 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),27990,45,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus Intel Celeron N4020 ,https://browser.geekbench.com/search?q=Asus+Intel+Celeron+N4020+,1
766,778,hp,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),73990,67,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Ryzen 7 5800H ,https://browser.geekbench.com/search?q=HP+Ryzen+7+5800H+,55
767,779,asus,Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),49490,58,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus 11th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+11th+Gen+Core+i5+,1
768,780,dell,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),61990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Dell 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i5+,18
769,781,hp,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),45899,63,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,dos,1,HP AMD Ryzen 7 5800U ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+5800U+,19
770,782,hp,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),68489,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 12th Gen Core i7 ,https://browser.geekbench.com/search?q=HP+12th+Gen+Core+i7+,13
771,783,hp,HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),63314,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 5 5600H ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+5+5600H+,112
772,784,asus,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),48990,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1,Asus Ryzen 5 7530U  ,https://browser.geekbench.com/search?q=Asus+Ryzen+5+7530U++,0
773,785,lenovo,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),31490,50,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,dos,1,Lenovo 12th Gen Core i3 ,https://browser.geekbench.com/search?q=Lenovo+12th+Gen+Core+i3+,1
774,786,hp,HP 14-ep0068TU Laptop (Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),38990,47,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,HP Core i3-N305 ,https://browser.geekbench.com/search?q=HP+Core+i3-N305+,1
775,787,hp,HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990,66,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 5 5600H ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+5+5600H+,112
776,788,acer,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11),32890,56,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,Acer AMD Ryzen 5  ,https://browser.geekbench.com/search?q=Acer+AMD+Ryzen+5++,121
777,789,msi,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),91990,75,intel,core i7,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI 12th Gen Core i7 ,https://browser.geekbench.com/search?q=MSI+12th+Gen+Core+i7+,0
778,790,msi,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),87990,75,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI 12th Gen Core i5 ,https://browser.geekbench.com/search?q=MSI+12th+Gen+Core+i5+,0
779,791,acer,Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),28999,53,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,Acer Ryzen 3 3250U ,https://browser.geekbench.com/search?q=Acer+Ryzen+3+3250U+,5
780,792,hp,HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),29490,50,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,False,15.0,1366,768,windows,1,HP Intel Celeron N4500 ,https://browser.geekbench.com/search?q=HP+Intel+Celeron+N4500+,2
781,793,hp,HP Victus 15-fb0135AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),61990,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 5 5600H ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+5+5600H+,112
782,794,asus,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),76990,64,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,False,14.0,2880,1800,windows,1,Asus Ryzen 7 5800HS  ,https://browser.geekbench.com/search?q=Asus+Ryzen+7+5800HS++,0
783,795,dell,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),149290,76,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
784,796,acer,Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),39990,51,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer 13th Gen Core i3 ,https://browser.geekbench.com/search?q=Acer+13th+Gen+Core+i3+,1
785,797,hp,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),75533,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 13th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+13th+Gen+Core+i5+,15
786,798,dell,DELL Inspiron 3530 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),43000,52,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,DELL 13th Gen Core i3 ,https://browser.geekbench.com/search?q=DELL+13th+Gen+Core+i3+,2
787,799,dell,Dell G16-7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),187990,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Dell 13th Gen Core i9 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i9+,14
788,800,dell,Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),109990,73,intel,core i7,14,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
789,801,dell,Dell G15-5530 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),129990,75,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Dell 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i7+,54
790,802,dell,Dell G15-5530 GN553064GRM002ORB1 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),81402,69,intel,core i5,10,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Dell 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+13th+Gen+Core+i5+,18
791,803,acer,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),49990,50,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Acer 13th Gen Core i3 ,https://browser.geekbench.com/search?q=Acer+13th+Gen+Core+i3+,1
792,804,acer,Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),58269,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Acer 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Acer+13th+Gen+Core+i5+,10
793,805,acer,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),56490,52,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Acer+13th+Gen+Core+i5+,10
794,806,acer,Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),55900,50,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Acer+13th+Gen+Core+i5+,10
795,807,hp,HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),92070,71,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1080,windows,1,HP 13th Gen Core i7 ,https://browser.geekbench.com/search?q=HP+13th+Gen+Core+i7+,36
796,808,asus,Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),39990,54,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus 13th Gen Core i3 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i3+,4
797,809,msi,MSI Stealth 17 Studio A13VG-029IN Gaming Laptop (13th Gen Core i7/ 16GB/ 2TB SSD/ Win11 Home/ 8GB Graph),279990,85,intel,core i7,14,20,16,SSD,2048,No secondary storage,0,nvidia,dedicated,False,17.3,2560,1440,windows,2,MSI 13th Gen Core i7 ,https://browser.geekbench.com/search?q=MSI+13th+Gen+Core+i7+,1
798,810,asus,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),104749,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1440,windows,1,Asus Ryzen 7 6800H ,https://browser.geekbench.com/search?q=Asus+Ryzen+7+6800H+,34
799,811,asus,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),126890,73,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i7+,10
800,812,asus,Asus ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),199990,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1,Asus AMD Ryzen 9 7940HS ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+9+7940HS+,23
801,813,asus,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),131990,84,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus AMD Ryzen 9 7940HS ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+9+7940HS+,23
802,814,asus,Asus TUF Gaming F15 2023 FX507VU-LP091WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),133890,75,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i7+,10
803,815,asus,Asus TUF Gaming A15 2023 FA577XV-HQ036WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),154990,83,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1440,windows,1,Asus AMD Ryzen 9 7940HS ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+9+7940HS+,23
804,816,lenovo,Lenovo IdeaPad Slim 5 82FG01B3IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),52900,67,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo 11th Gen Core i5 ,https://browser.geekbench.com/search?q=Lenovo+11th+Gen+Core+i5+,5
805,817,asus,Asus ROG Strix G16 2023 G614JU-N3221WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),144406,73,intel,core i5,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i5+,20
806,818,asus,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),94990,77,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus AMD Ryzen 7 7735HS ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+7+7735HS+,30
807,819,asus,Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),260990,89,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1,Asus AMD Ryzen 9 7940HS ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+9+7940HS+,23
808,820,asus,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),149990,76,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1,Asus AMD Ryzen 7 7735HS ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+7+7735HS+,30
809,821,asus,Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),134990,80,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,1,Asus AMD Ryzen 9 7940HS  ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+9+7940HS++,23
